Unique_ID,Monument_Name,Honoree,City,County,State,Union_or_Confederacy,lat_long,latitude,longitude,long_lat,Monument_Type,Sponsor,Year_Dedicated,Year_Removed,Was_Removed,Latitude,Longitude,Number,Street,City,State,County,Zip,Country
1174,Confederate Monument,No specific honoree,Marshall,Harrison,TX,South,"32.545000, -94.367050",32.545,-94.36705,"-94.36705, 32.545",Monument,United Daughters of the Confederacy,1906,,Active,32.545344,-94.367103,100,E Houston St,Marshall,TX,Harrison County,75670,US
1176,John H. Reagan Statue,John Henninger Reagan,Palestine,Anderson,TX,South,"31.758078, -95.626071",31.758078,-95.626071,"-95.626071, 31.758078",Monument,United Daughters of the Confederacy,1911,,Active,31.758563,-95.62515,,US 287,Palestine,TX,Anderson County,75801,US
1177,Lest We Forget Our Dead Confederate Monument,No specific honoree,San Antonio,Bexar,TX,South,"29.428083, -98.489217",29.428083,-98.489217,"-98.489217, 29.428083",Monument,United Daughters of the Confederacy,1900,2017,Removed,29.428079,-98.489166,311,E Travis St,San Antonio,TX,Bexar County,78205,US
1179,Confederate Soldier,No specific honoree,Sherman,Grayson,TX,South,"33.636267, -96.609500",33.636267,-96.6095,"-96.6095, 33.636267",Monument,United Daughters of the Confederacy,1896,,Active,33.635966,-96.609719,100,W Houston St,Sherman,TX,Grayson County,75090,US
1180,Confederate Mothers Monument,No specific honoree,Texarkana,Bowie,TX,South,"33.424617, -94.043350",33.424617,-94.04335,"-94.04335, 33.424617",Monument,"United Daughters of the Confederacy, citizens, and Captain James T. Rosborough",1918,,Active,33.424366,-94.043759,417,Olive St,Texarkana,TX,Bowie County,75501,US
1181,Confederate Powder Mill Marker,No specific honoree,Tomball,Harris,TX,South,"30.110558, -95.653391",30.110558,-95.653391,"-95.653391, 30.110558",Monument,"Harris County Historical Survey Committee, Spring Creek County Historical Association, and descendents",1966,,Active,30.110721,-95.651776,14919,Shingle Oak Dr,Tomball,TX,Harris County,77375,US
1182,The Last Stand Confederate Statue,No specific honoree,Victoria,Victoria,TX,South,"28.799667, -97.006383",28.799667,-97.006383,"-97.006383, 28.799667",Monument,United Daughters of the Confederacy,1912,,Active,28.79947,-97.006976,100,N Bridge St,Victoria,TX,Victoria County,77901,US
1186,Confederate Monument,No specific honoree,Bay City,Matagorda,TX,South,"28.982067, -95.969417",28.982067,-95.969417,"-95.969417, 28.982067",Monument,United Daughters of the Confederacy,1913,,Active,28.982375,-95.969475,1700,7th St,Bay City,TX,Matagorda County,77414,US
1187,Confederate Monument,No specific honoree,Belton,Bell,TX,South,"31.056217, -97.463733",31.056217,-97.463733,"-97.463733, 31.056217",Monument,United Daughters of the Confederacy,1916,,Active,31.056001,-97.463532,101,E Central Ave,Belton,TX,Bell County,76513,US
1188,Confederate Monument,No specific honoree,Bonham,Fannin,TX,South,"33.577790, -96.178896",33.57779,-96.178896,"-96.178896, 33.57779",Monument,United Daughters of the Confederacy and Confederate Veterans Association,1905,,Active,33.577609,-96.178673,101,E Sam Rayburn Dr,Bonham,TX,Fannin County,75418,US
1189,Patrick Cleburne monument,Patrick Cleburne,Cleburne,Johnson,TX,South,"32.346076, -97.389195",32.346076,-97.389195,"-97.389195, 32.346076",Monument,Buffalo Creek Association,2015,,Active,32.346057,-97.389343,401,W Chambers St,Cleburne,TX,Johnson County,76033,US
1190,Confederate Monument,No specific honoree,Cleburne,Johnson,TX,South,"32.347083, -97.385967",32.347083,-97.385967,"-97.385967, 32.347083",Monument,United Daughters of the Confederacy,1917,,Active,32.34695,-97.385691,100,Us Hwy 67 Bus,Cleburne,TX,Johnson County,76031,US
1191,Call to Arms Monument,No specific honoree,Corsicana,Navarro,TX,South,"32.094917, -96.468683",32.094917,-96.468683,"-96.468683, 32.094917",Monument,United Daughters of the Confederacy,1909,,Active,32.094634,-96.468522,319,W 3rd Ave,Corsicana,TX,Navarro County,75110,US
1192,General Augustus C. Buchel Monument,Augustus C. Buchel,Cuero,DeWitt,TX,South,"29.092157, -97.288932",29.092157,-97.288932,"-97.288932, 29.092157",Monument,Dewitt County,1963,,Active,29.092442,-97.289153,400,N Gonzales St,Cuero,TX,DeWitt County,77954,US
1193,Confederate Monument,No specific honoree,Denton,Denton,TX,South,"33.214633, -97.133050",33.214633,-97.13305,"-97.13305, 33.214633",Monument,United Daughters of the Confederacy,1918,,Active,33.214387,-97.13305,111,W Hickory St,Denton,TX,Denton County,76201,US
1194,Confederate Monument,No specific honoree,Fort Worth,Tarrant,TX,South,"32.757350, -97.332733",32.75735,-97.332733,"-97.332733, 32.75735",Monument,United Daughters of the Confederacy,1953,,Active,32.757464,-97.333163,100,W Weatherford St,Fort Worth,TX,Tarrant County,76102,US
1195,Confederate Soldier Monument,No specific honoree,Gainesville,Cooke,TX,South,"33.624097, -97.145496",33.624097,-97.145496,"-97.145496, 33.624097",Monument,Unknown,1911,,Active,33.624147,-97.145302,149,S Dixon St,Gainesville,TX,Cooke County,76240,US
1196,Dignified Resignation Monument,No specific honoree,Galveston,Galveston,TX,South,"29.303117, -94.789900",29.303117,-94.7899,"-94.7899, 29.303117",Monument,United Daughters of the Confederacy,1912,,Active,29.303152,-94.78976,722,Moody,Galveston,TX,Galveston County,77550,US
1197,Confederate Monument,No specific honoree,Georgetown,Williamson,TX,South,"30.636768, -97.677528",30.636768,-97.677528,"-97.677528, 30.636768",Monument,United Daughters of the Confederacy,1916,,Active,30.63651,-97.677543,112,W 8th St,Georgetown,TX,Williamson County,78626,US
1198,Confederate Monument,No specific honoree,Goldthwaite,Mills,TX,South,"31.450017, -98.569750",31.450017,-98.56975,"-98.56975, 31.450017",Monument,United Confederate Veterans and Woman's Self Culture Club of Mills County,1915,,Active,31.449871,-98.569582,1011,W 4th St,Goldthwaite,TX,Mills County,76844,US
1199,Confederate Monument,No specific honoree,Gonzales,Gonzales,TX,South,"29.502150, -97.452417",29.50215,-97.452417,"-97.452417, 29.50215",Monument,United Daughters of the Confederacy,1909,,Active,29.502402,-97.453172,600,Us Hwy 183v Bus,Gonzales,TX,Gonzales County,78629,US
1200,Confederate Monument,No specific honoree,Graham,Young,TX,South,"33.106583, -98.590533",33.106583,-98.590533,"-98.590533, 33.106583",Monument,United Daughters of the Confederacy,1916,,Active,33.106419,-98.590507,516,4th,Graham,TX,Young County,76450,US
1201,Confederate Soldier,No specific honoree,Hillsboro,Hill,TX,South,"32.011017, -97.130500",32.011017,-97.1305,"-97.1305, 32.011017",Monument,Sons of Confederate Veterans,1925,,Active,32.010783,-97.130112,100,E Elm St,Hillsboro,TX,Hill County,76645,US
1202,Walker County Civil War Monument,No specific honoree,Huntsville,Walker,TX,South,"30.723650, -95.550817",30.72365,-95.550817,"-95.550817, 30.72365",Monument,United Daughters of the Confederacy,1956,,Active,30.72339,-95.550948,1100,University Ave,Huntsville,TX,Walker County,77340,US
1203,Confederate Monument,No specific honoree,Jefferson,Marion,TX,South,"32.756607, -94.344234",32.756607,-94.344234,"-94.344234, 32.756607",Monument,United Confederate Veterans,1907,,Active,32.756689,-94.344153,149,S Polk St,Jefferson,TX,Marion County,75657,US
1205,Confederate Monument,No specific honoree,Kaufman,Kaufman,TX,South,"32.589317, -96.309583",32.589317,-96.309583,"-96.309583, 32.589317",Monument,United Confederate Veterans and the people of Kaufman County,1911,,Active,32.589434,-96.309651,4331,Courthouse,Kaufman,TX,Kaufman County,75142,US
1206,Confederate Soldier Monument,No specific honoree,Llano,Llano,TX,South,"30.750143, -98.676108",30.750143,-98.676108,"-98.676108, 30.750143",Monument,United Daughters of the Confederacy,1915,,Active,30.750267,-98.675876,804,Ford St,Llano,TX,Llano County,78643,US
1207,Confederate Heroes,No specific honoree,Longview,Gregg,TX,South,"32.496267, -94.738717",32.496267,-94.738717,"-94.738717, 32.496267",Monument,United Daughters of the Confederacy,1911,,Active,32.496881,-94.738662,101,E Methvin St,Longview,TX,Gregg County,75601,US
1209,WWI and Confederate Soldier Monument,No specific honoree,Memphis,Hall,TX,South,"34.724914, -100.536714",34.724914,-100.536714,"-100.536714, 34.724914",Monument,United Daughters of the Confederacy,1924,,Active,34.724775,-100.536503,518,W Main St,Memphis,TX,Hall County,79245,US
1210,Confederate Soldier Statue,No specific honoree,Mount Pleasant,Titus,TX,South,"33.156800, -94.968683",33.1568,-94.968683,"-94.968683, 33.1568",Monument,United Daughters of the Confederacy,1911,,Active,33.156844,-94.968259,102,N Jefferson Ave,Mount Pleasant,TX,Titus County,75455,US
1211,Confederate Monument,No specific honoree,Paris,Lamar,TX,South,"33.662265, -95.556995",33.662265,-95.556995,"-95.556995, 33.662265",Monument,United Daughters of the Confederacy,1903,,Active,33.661923,-95.556946,38,1st NW,Paris,TX,Lamar County,75460,US
1212,Confederate Monument,No specific honoree,Rusk,Cherokee,TX,South,"31.795260, -95.150148",31.79526,-95.150148,"-95.150148, 31.79526",Monument,United Daughters of the Confederacy,1907,,Active,31.79594,-95.150458,136,Us Hwy 84,Rusk,TX,Cherokee County,75785,US
1213,Texas Confederate William R. Scurry Monument,No specific honoree,Snyder,Scurry,TX,South,"32.716931, -100.917443",32.716931,-100.917443,"-100.917443, 32.716931",Monument,Unknown,1963,,Active,32.717157,-100.917116,1800,Us Hwy 180,Snyder,TX,Scurry County,79549,US
1214,Confederate Monument,No specific honoree,Vernon,Wilbarger,TX,South,"34.152971, -99.284208",34.152971,-99.284208,"-99.284208, 34.152971",Monument,United Daughters of the Confederacy,1916,,Active,34.152749,-99.284447,1798,Us Hwy 283,Vernon,TX,Wilbarger County,76384,US
1215,Confederate Monument,No specific honoree,Weatherford,Parker,TX,South,"32.758900, -97.797167",32.7589,-97.797167,"-97.797167, 32.7589",Monument,United Daughters of the Confederacy,1915,,Active,32.759,-97.797356,1,Courthouse Sq,Weatherford,TX,Parker County,76086,US
1216,Robert E. Lee Statue,Robert E. Lee,Austin,Travis,TX,South,"30.284486, -97.739581",30.284486,-97.739581,"-97.739581, 30.284486",Monument,George Littlefield,1932,2017,Removed,30.284066,-97.739566,160,W 21st St,Austin,TX,Travis County,78705,US
1217,Albert Sidney Johnston Statue,Albert Sidney Johnston,Austin,Travis,TX,South,"30.284700, -97.739767",30.2847,-97.739767,"-97.739767, 30.2847",Monument,George Littlefield,1932,2017,Removed,30.284875,-97.740064,208,W 21st St,Austin,TX,Travis County,78705,US
1218,John H. Reagan Statue,John Henninger Reagan,Austin,Travis,TX,South,"30.284342, -97.739592",30.284342,-97.739592,"-97.739592, 30.284342",Monument,George Littlefield,1932,2017,Removed,30.284066,-97.739566,160,W 21st St,Austin,TX,Travis County,78705,US
1219,Confederate Soldiers Monument,No specific honoree,Austin,Travis,TX,South,"30.273200, -97.740833",30.2732,-97.740833,"-97.740833, 30.2732",Monument,Surviving comrades,1903,,Active,30.273117,-97.740952,100,W 11th St,Austin,TX,Travis County,78701,US
1220,Hood's Texas Brigade Monument,John Bell Hood,Austin,Travis,TX,South,"30.274033, -97.739367",30.274033,-97.739367,"-97.739367, 30.274033",Monument,Reunion Association of Hood's Texas Brigade,1910,,Active,30.27353,-97.738306,1202 1/2,San Jacinto Blvd,Austin,TX,Travis County,78701,US
1221,Terry's Texas Rangers Monument,No specific honoree,Austin,Travis,TX,South,"30.273967, -97.740750",30.273967,-97.74075,"-97.74075, 30.273967",Monument,Surviving comrades,1907,,Active,30.273122,-97.74096,100,W 11th St,Austin,TX,Travis County,78701,US
1222,Site of Confederate Arms Factory,No specific honoree,Lancaster,Dallas,TX,South,"32.592113, -96.758311",32.592113,-96.758311,"-96.758311, 32.592113",Monument,Unknown,1936,,Active,32.591941,-96.758047,214,W Main St,Lancaster,TX,Dallas County,75146,US
1223,City of Stonewall,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,Gillespie,TX,South,"30.235595, -98.657204",30.235595,-98.657204,"-98.657204, 30.235595",City,Israel P. Nunez,1870,,Active,30.235685,-98.65982,14820,Us Hwy 290,Stonewall,TX,Gillespie County,78671,US
1224,City of Cleburne,Patrick Cleburne,Cleburne,Johnson,TX,South,"32.347710, -97.383872",32.34771,-97.383872,"-97.383872, 32.34771",City,Unknown,1871,,Active,32.347726,-97.383843,10,N Robinson St,Cleburne,TX,Johnson County,76031,US
1225,City of Fort Davis,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.588442, -103.895231",30.588442,-103.895231,"-103.895231, 30.588442",City,Unknown,Unknown,,Active,30.588496,-103.895164,100,W Court Ave,Fort Davis,TX,Jeff Davis County,79734,US
1226,City of Granbury,Hiram Bronson Granbury,Granbury,Hood,TX,South,"32.443815, -97.788410",32.443815,-97.78841,"-97.78841, 32.443815",City,Unknown,1887,,Active,32.443827,-97.788153,116,W Bridge St,Granbury,TX,Hood County,76048,US
1227,City of Robert Lee,Robert E. Lee,Robert Lee,Coke,TX,South,"31.893190, -100.485579",31.89319,-100.485579,"-100.485579, 31.89319",City,Unknown,Unknown,,Active,31.893132,-100.485649,6,E 7th St,Robert Lee,TX,Coke County,76945,US
1228,Robert E. Lee Park,Robert E. Lee,Dallas,Dallas,TX,South,"32.808095, -96.804475",32.808095,-96.804475,"-96.804475, 32.808095",Park,Unknown,Unknown,2017,Removed,32.807736,-96.805266,3535,N Hall St,Dallas,TX,Dallas County,75219,US
1229,Stonewall Jackson Campground,"Thomas Jonathan ""Stonewall"" Jackson",Holliday,Archer,TX,South,"33.786852, -98.678798",33.786852,-98.678798,"-98.678798, 33.786852",Park,Unknown,Unknown,,Active,33.787467,-98.680362,337,Stonewall Rd,Holliday,TX,Archer County,76366,US
1230,John H. Reagan Park,John Henninger Reagan,Palestine,Anderson,TX,South,"31.757968, -95.625838",31.757968,-95.625838,"-95.625838, 31.757968",Park,Sons of Confederate Veterans,Unknown,,Active,31.758265,-95.624976,,US 287,Palestine,TX,Anderson County,75801,US
1231,Lee College,Robert E. Lee,Baytown,Harris,TX,South,"29.734485, -94.976211",29.734485,-94.976211,"-94.976211, 29.734485",College,Unknown,1934,,Active,29.73452,-94.976584,711,W Texas Ave,Baytown,TX,Harris County,77520,US
1232,Lee Elementary School,Robert E. Lee,Abilene,Taylor,TX,South,"32.462680, -99.779824",32.46268,-99.779824,"-99.779824, 32.46268",School,Unknown,1961,,Active,32.462188,-99.780374,4610,N 10th St,Abilene,TX,Taylor County,79603,US
1233,Johnston Elementary School,Joseph Eggleston Johnston,Abilene,Taylor,TX,South,"32.464122, -99.768162",32.464122,-99.768162,"-99.768162, 32.464122",School,Unknown,1957,,Active,32.463272,-99.768121,3602,N 12th St,Abilene,TX,Taylor County,79603,US
1234,Jackson Elementary School,"Thomas Jonathan ""Stonewall"" Jackson",Abilene,Taylor,TX,South,"32.413183, -99.755531",32.413183,-99.755531,"-99.755531, 32.413183",School,Unknown,1962,,Active,32.414143,-99.756152,3025,Marshall St,Abilene,TX,Taylor County,79605,US
1235,Robert E. Lee Elementary School,Robert E. Lee,Amarillo,Potter,TX,South,"35.229816, -101.833277",35.229816,-101.833277,"-101.833277, 35.229816",School,Unknown,Unknown,,Active,35.229598,-101.833346,119,NE 15th Ave,Amarillo,TX,Potter County,79107,US
1236,Robert E. Lee Elementary School,Robert E. Lee,Austin,Travis,TX,South,"30.293348, -97.727204",30.293348,-97.727204,"-97.727204, 30.293348",School,Unknown,1939,2016,Removed,30.293368,-97.727263,3308 1/2,Hampton Rd,Austin,TX,Travis County,78705,US
1237,John H. Reagan High School,John Henninger Reagan,Austin,Travis,TX,South,"30.324031, -97.691051",30.324031,-97.691051,"-97.691051, 30.324031",School,Unknown,1965,2018,Removed,30.324025,-97.690027,7104,Berkman Dr,Austin,TX,Travis County,78752,US
1238,Lee High School,Robert E. Lee,Baytown,Harris,TX,South,"29.731033, -94.986460",29.731033,-94.98646,"-94.98646, 29.731033",School,Unknown,1928,,Active,29.730043,-94.98794,2201,J B Le Fevre Rd,Baytown,TX,Harris County,77520,US
1239,John H. Reagan Elementary School,John Henninger Reagan,Dallas,Dallas,TX,South,"32.746775, -96.830942",32.746775,-96.830942,"-96.830942, 32.746775",School,Unknown,1905,,Active,32.746835,-96.831145,201,N Adams Ave,Dallas,TX,Dallas County,75208,US
1240,Albert Sidney Johnston Elementary School,Albert Sidney Johnston,Dallas,Dallas,TX,South,"32.737649, -96.793032",32.737649,-96.793032,"-96.793032, 32.737649",School,Unknown,1956,2018,Removed,32.737457,-96.792955,2020,Mouser St,Dallas,TX,Dallas County,75203,US
1241,Robert E. Lee Elementary School,Robert E. Lee,Dallas,Dallas,TX,South,"32.824474, -96.766397",32.824474,-96.766397,"-96.766397, 32.824474",School,Unknown,1927,2018,Removed,32.824605,-96.766892,5800,Vanderbilt Ave,Dallas,TX,Dallas County,75206,US
1242,Stonewall Jackson Elementary School,"Thomas Jonathan ""Stonewall"" Jackson",Dallas,Dallas,TX,South,"32.835697, -96.766184",32.835697,-96.766184,"-96.766184, 32.835697",School,Unknown,1939,2018,Removed,32.835615,-96.766775,5828,E Mockingbird Ln,Dallas,TX,Dallas County,75206,US
1243,Lee Elementary School,Robert E. Lee,Denton,Denton,TX,South,"33.220018, -97.104910",33.220018,-97.10491,"-97.10491, 33.220018",School,Unknown,1988,2017,Removed,33.220949,-97.104634,800,Summer Oaks Dr,Denton,TX,Denton County,76209,US
1244,Robert E. Lee Elementary School,Robert E. Lee,Eagle Pass,Maverick,TX,South,"28.703877, -100.501343",28.703877,-100.501343,"-100.501343, 28.703877",School,Unknown,Unknown,,Active,28.704692,-100.502134,343,S Adams St,Eagle Pass,TX,Maverick County,78852,US
1245,Robert E. Lee Elementary School,Robert E. Lee,Edinburg,Hidalgo,TX,South,"26.296758, -98.176272",26.296758,-98.176272,"-98.176272, 26.296758",School,Unknown,Unknown,,Active,26.296828,-98.175385,1122,W Samano St,Edinburg,TX,Hidalgo County,78539,US
1246,Robert E. Lee Elementary School,Robert E. Lee,El Paso,El Paso,TX,South,"31.850854, -106.425341",31.850854,-106.425341,"-106.425341, 31.850854",School,Unknown,Unknown,,Active,31.85069,-106.424555,4931,Vulcan,El Paso,TX,El Paso County,79904,US
1247,Fort Davis Junior-Senior High School,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.586961, -103.898693",30.586961,-103.898693,"-103.898693, 30.586961",School,Unknown,Unknown,,Active,30.586534,-103.898902,400,W Webster Ave,Fort Davis,TX,Jeff Davis County,79734,US
1248,Fort Davis AEC School,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.587554, -103.894232",30.587554,-103.894232,"-103.894232, 30.587554",School,Unknown,Unknown,2014,Removed,30.587637,-103.894028,105,E Musquiz Dr,Fort Davis,TX,Jeff Davis County,79734,US
1249,Robert E. Lee Intermediate School,Robert E. Lee,Gainesville,Cooke,TX,South,"33.648265, -97.132814",33.648265,-97.132814,"-97.132814, 33.648265",School,Unknown,Unknown,,Active,33.647562,-97.131794,1477,N Clements St,Gainesville,TX,Cooke County,76240,US
1250,Robert E. Lee Elementary School,Robert E. Lee,Grand Prairie,Dallas,TX,South,"32.741461, -96.998527",32.741461,-96.998527,"-96.998527, 32.741461",School,Unknown,1948,,Active,32.740518,-96.998627,514,Skyline Rd,Grand Prairie,TX,Dallas County,75051,US
1251,Albert Sidney Johnston Middle School,Albert Sidney Johnston,Houston,Harris,TX,South,"29.669117, -95.473950",29.669117,-95.47395,"-95.47395, 29.669117",School,Unknown,1959,2016,Removed,29.669043,-95.473855,10410,Manhatten,Houston,TX,Harris County,77096,US
1252,Jefferson Davis High School,Jefferson Davis,Houston,Harris,TX,South,"29.783464, -95.358707",29.783464,-95.358707,"-95.358707, 29.783464",School,Unknown,1926,2016,Removed,29.783742,-95.357984,1101,Quitman St,Houston,TX,Harris County,77009,US
1253,Richard W. Dowling Middle School,Richard W. Dowling,Houston,Harris,TX,South,"29.620435, -95.453087",29.620435,-95.453087,"-95.453087, 29.620435",School,Unknown,1968,2016,Removed,29.620389,-95.45277,14000,Stancliff St,Houston,TX,Harris County,77045,US
1254,John H. Reagan High School,John Henninger Reagan,Houston,Harris,TX,South,"29.795030, -95.393570",29.79503,-95.39357,"-95.39357, 29.79503",School,Unknown,1926,2016,Removed,29.795025,-95.393242,415,E 13th St,Houston,TX,Harris County,77008,US
1255,Stonewall Jackson Middle School,"Thomas Jonathan ""Stonewall"" Jackson",Houston,Harris,TX,South,"29.735327, -95.325354",29.735327,-95.325354,"-95.325354, 29.735327",School,Unknown,1925,2016,Removed,29.735433,-95.325241,5120,Polk St,Houston,TX,Harris County,77023,US
1256,Lee High School,Robert E. Lee,Houston,Harris,TX,South,"29.730085, -95.500057",29.730085,-95.500057,"-95.500057, 29.730085",School,Unknown,1962,2016,Removed,29.730455,-95.499302,6425 2/3,Beverly Hill St,Houston,TX,Harris County,77057,US
1257,Robert E. Lee Elementary School,Robert E. Lee,Marshall,Harrison,TX,South,"32.556075, -94.364812",32.556075,-94.364812,"-94.364812, 32.556075",School,Unknown,1902,2017,Removed,32.55597,-94.365451,1326,Twyman St,Marshall,TX,Harrison County,75670,US
1258,Lee Freshman High School,Robert E. Lee,Midland,Midland,TX,South,"32.025608, -102.065671",32.025608,-102.065671,"-102.065671, 32.025608",School,Unknown,1961,,Active,32.026325,-102.065818,1411,E Oak Ave,Midland,TX,Midland County,79705,US
1259,Robert E. Lee High School,Robert E. Lee,Midland,Midland,TX,South,"32.011802, -102.129280",32.011802,-102.12928,"-102.12928, 32.011802",School,Unknown,1961,,Active,32.010586,-102.128975,3516,Seaboard Ave,Midland,TX,Midland County,79707,US
1260,Robert E. Lee Elementary School,Robert E. Lee,Port Arthur,Jefferson,TX,South,"29.905428, -93.910409",29.905428,-93.910409,"-93.910409, 29.905428",School,Unknown,Unknown,,Active,29.904916,-93.910215,827,Delaware Dr,Port Arthur,TX,Jefferson County,77642,US
1261,Robert Lee Elementary School,Robert E. Lee,Robert Lee,Coke,TX,South,"31.901197, -100.486487",31.901197,-100.486487,"-100.486487, 31.901197",School,Unknown,1927,,Active,31.901264,-100.486345,1326,Hamilton St,Robert Lee,TX,Coke County,76945,US
1262,Robert Lee High School,Robert E. Lee,Robert Lee,Coke,TX,South,"31.901829, -100.485443",31.901829,-100.485443,"-100.485443, 31.901829",School,Unknown,Unknown,,Active,31.901264,-100.486345,1326,Hamilton St,Robert Lee,TX,Coke County,76945,US
1263,Robert E. Lee Middle School,Robert E. Lee,San Angelo,Tom Green,TX,South,"31.450844, -100.470827",31.450844,-100.470827,"-100.470827, 31.450844",School,Unknown,1949,,Active,31.450922,-100.470904,2500,Sherwood Way,San Angelo,TX,Tom Green County,76901,US
1264,L.E.E. High School,Robert E. Lee,San Antonio,Bexar,TX,South,"29.506308, -98.515418",29.506308,-98.515418,"-98.515418, 29.506308",School,Unknown,1958,,Active,29.506423,-98.515562,1400,Jackson Keller Rd,San Antonio,TX,Bexar County,78213,US
1265,Stonewall Elementary School,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,Gillespie,TX,South,"30.237160, -98.662607",30.23716,-98.662607,"-98.662607, 30.23716",School,Unknown,Unknown,,Active,30.236739,-98.662839,220,Peach St,Stonewall,TX,Gillespie County,78671,US
1266,Hubbard Middle School,Richard B. Hubbard,Tyler,Smith,TX,South,"32.300745, -95.287378",32.300745,-95.287378,"-95.287378, 32.300745",School,Unknown,1964,,Active,32.29949,-95.286794,1301,Hubbard Dr,Tyler,TX,Smith County,75703,US
1267,Robert E. Lee High School,Robert E. Lee,Tyler,Smith,TX,South,"32.301109, -95.296943",32.301109,-95.296943,"-95.296943, 32.301109",School,Unknown,1958,,Active,32.302917,-95.298321,299,State Hwy 323 S,Tyler,TX,Smith County,75701,US
1268,Robert E. Lee Memorial Bridge,Robert E. Lee,Richmond,Richmond City,VA,South,"37.530278, -77.450573",37.530278,-77.450573,"-77.450573, 37.530278",Bridge,Unknown,1934,,Active,37.52897,-77.451677,1,Belle Isle,Richmond,VA,Richmond city,23219,US
1270,Robert E. Lee Commemorative License Plate,Robert E. Lee,Richmond,Richmond City,VA,South,"37.539014, -77.433834",37.539014,-77.433834,"-77.433834, 37.539014",Commemorative License Plate,Sons of Confederate Veterans,2008,,Active,37.538911,-77.433469,1000,Bank St,Richmond,VA,Richmond city,23219,US
1271,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Richmond,Richmond City,VA,South,"37.538620, -77.433368",37.53862,-77.433368,"-77.433368, 37.53862",Commemorative License Plate,Sons of Confederate Veterans,Unknown,,Active,37.538911,-77.433469,1000,Bank St,Richmond,VA,Richmond city,23219,US
1272,Confederate Street,No specific honoree,Verona,Augusta,VA,South,"38.213196, -79.000826",38.213196,-79.000826,"-79.000826, 38.213196",Highway / Roadway,Unknown,Unknown,,Active,38.213331,-79.001001,85,Confederate St,Verona,VA,Augusta County,24482,US
1273,Confederate Avenue,No specific honoree,Petersburg,Petersburg City,VA,South,"37.203674, -77.440693",37.203674,-77.440693,"-77.440693, 37.203674",Highway / Roadway,Unknown,Unknown,,Active,37.204216,-77.440662,723,Confederate Ave,Petersburg,VA,Petersburg city,23803,US
1274,Confederate Street,No specific honoree,New Market,Shenandoah,VA,South,"38.643674, -78.673548",38.643674,-78.673548,"-78.673548, 38.643674",Highway / Roadway,Unknown,Unknown,,Active,38.64382,-78.673499,115,E Confederate St,New Market,VA,Shenandoah County,22844,US
1275,Stonewall Street,"Thomas Jonathan ""Stonewall"" Jackson",New Market,Shenandoah,VA,South,"38.642949, -78.676616",38.642949,-78.676616,"-78.676616, 38.642949",Highway / Roadway,Unknown,Unknown,,Active,38.643114,-78.676494,138,Stonewall St,New Market,VA,Shenandoah County,22844,US
1276,Stuart Street,"James Ewell Brown ""Jeb"" Stuart",New Market,Shenandoah,VA,South,"38.645060, -78.672858",38.64506,-78.672858,"-78.672858, 38.64506",Highway / Roadway,Unknown,Unknown,,Active,38.645139,-78.672689,9481,John Sevier Rd,New Market,VA,Shenandoah County,22844,US
1277,Lee Street,Robert E. Lee,New Market,Shenandoah,VA,South,"38.646007, -78.670980",38.646007,-78.67098,"-78.67098, 38.646007",Highway / Roadway,Unknown,Unknown,,Active,38.64574,-78.670746,155,E Lee St,New Market,VA,Shenandoah County,22844,US
1278,Jefferson Davis Drive,Jefferson Davis,Martinsville,Henry,VA,South,"36.669319, -79.799754",36.669319,-79.799754,"-79.799754, 36.669319",Highway / Roadway,Unknown,Unknown,,Active,36.669244,-79.800218,310,Jefferson Davis Dr,Martinsville,VA,Henry County,24112,US
1279,Jeb Stuart Road,"James Ewell Brown ""Jeb"" Stuart",Martinsville,Henry,VA,South,"36.681667, -79.809556",36.681667,-79.809556,"-79.809556, 36.681667",Highway / Roadway,Unknown,Unknown,,Active,36.681464,-79.809342,976,Turner Ashby Rd,Martinsville,VA,Henry County,24112,US
1280,Jeb Stuart Road,"James Ewell Brown ""Jeb"" Stuart",Purcellville,Loudoun,VA,South,"39.054594, -77.747875",39.054594,-77.747875,"-77.747875, 39.054594",Highway / Roadway,Unknown,Unknown,,Active,39.054939,-77.747254,36366,Jeb Stuart Rd,Purcellville,VA,Loudoun County,20132,US
1281,J.E.B. Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Staunton,Staunton City,VA,South,"38.195267, -79.025927",38.195267,-79.025927,"-79.025927, 38.195267",Highway / Roadway,Unknown,Unknown,,Active,38.195444,-79.02595,400,Stonewall Jackson Blvd,Staunton,VA,Augusta County,24401,US
1282,Stonewall Jackson Boulevard,"Thomas Jonathan ""Stonewall"" Jackson",Staunton,Staunton City,VA,South,"38.193428, -79.025092",38.193428,-79.025092,"-79.025092, 38.193428",Highway / Roadway,Unknown,Unknown,,Active,38.193456,-79.024938,107,Stonewall Jackson Blvd,Staunton,VA,Augusta County,24401,US
